Time [s],Time [day],Original,Reconstructed
2782200.0,32.201388888888886,10.018,10.017999999999999
2782800.0,32.208333333333336,9.967,9.966999999999986
2783400.0,32.21527777777778,10.011,10.010999999999992
2784000.0,32.22222222222222,10.072,10.071999999999992
2784600.0,32.229166666666664,10.133,10.132999999999996
2785200.0,32.236111111111114,10.196,10.196000000000002
2785800.0,32.24305555555556,10.258,10.257999999999985
2786400.0,32.25,10.322,10.322000000000001
2787000.0,32.25694444444444,10.511,10.510999999999994
2787600.0,32.263888888888886,10.72,10.719999999999994
2788200.0,32.270833333333336,10.932,10.931999999999999
2788800.0,32.27777777777778,11.145,11.144999999999996
2789400.0,32.28472222222222,11.36,11.359999999999996
2790000.0,32.291666666666664,11.576,11.575999999999999
2790600.0,32.298611111111114,11.86,11.859999999999998
2791200.0,32.30555555555556,12.157,12.156999999999991
2791800.0,32.3125,12.454,12.453999999999999
2792400.0,32.31944444444444,12.752,12.752000000000002
2793000.0,32.326388888888886,13.051,13.050999999999991
2793600.0,32.333333333333336,13.351,13.350999999999992
2794200.0,32.34027777777778,13.592,13.591999999999999
2794800.0,32.34722222222222,13.823,13.822999999999997
2795400.0,32.354166666666664,14.055,14.054999999999989
2796000.0,32.361111111111114,14.288,14.288000000000011
2796600.0,32.36805555555556,14.521,14.520999999999992
2797200.0,32.375,14.754,14.754000000000014
2797800.0,32.38194444444444,14.984,14.983999999999996
2798400.0,32.388888888888886,15.213,15.213000000000003
2799000.0,32.395833333333336,15.444,15.443999999999988
2799600.0,32.40277777777778,15.676,15.676
2800200.0,32.40972222222222,15.909,15.909000000000002
2800800.0,32.416666666666664,16.144,16.143999999999995
2801400.0,32.423611111111114,16.211,16.211000000000002
2802000.0,32.43055555555556,16.254,16.254
2802600.0,32.4375,16.294,16.293999999999993
2803200.0,32.44444444444444,16.332,16.331999999999983
2803800.0,32.451388888888886,16.369,16.368999999999993
2804400.0,32.458333333333336,16.406,16.406
2805000.0,32.46527777777778,16.667,16.666999999999984
2805600.0,32.47222222222222,16.962,16.962000000000003
2806200.0,32.479166666666664,17.26,17.259999999999994
2806800.0,32.486111111111114,17.561,17.560999999999996
2807400.0,32.49305555555556,17.863,17.862999999999992
2808000.0,32.5,18.167,18.166999999999987
2808600.0,32.50694444444444,18.362,18.361999999999995
2809200.0,32.513888888888886,18.541,18.540999999999993
2809800.0,32.520833333333336,18.719,18.718999999999994
2810400.0,32.52777777777778,18.897,18.897000000000002
2811000.0,32.53472222222222,19.075,19.075000000000006
2811600.0,32.541666666666664,19.252,19.25199999999999
2812200.0,32.548611111111114,19.28,19.28
2812800.0,32.55555555555556,19.283,19.28299999999999
2813400.0,32.5625,19.284,19.28400000000001
2814000.0,32.56944444444444,19.285,19.28499999999998
2814600.0,32.576388888888886,19.285,19.285
2815200.0,32.583333333333336,19.285,19.284999999999993
